author,link,date,complete_text,share_count,comment_count,reaction_count
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02H8ouANPJUEKhQ4m9AX7nFSraRXU7MWW238M2wzgBFAvno4gJmvcxF8w7aw6vGTN9l&id=100095001407478&__cft__[0]=AZWog287WRdBnKv0275ND2N1WMbd5zmZbL0oGzlw_kOBype_B2c8gOe9TUC0eRBiZXsd0B1qjDtXEXtb5Pr1BHU7MAJmGZr5h-tVgM8jS-t1VPIjK7wt7_-t6nyiLfaGyLhXcuI2fj9inwU3p3RDvmq3-U_g7pjH5EKd2DuwA6gVUl2Cdrzep2hoLdqVrXcPEZs&__tn__=%2CO%2CP-R,2023-08-02 11:00:00,"𝙋𝘼𝘾𝘼 4
Sukarelawan PACA diperlukan untuk calon HARAPAN DUN Balakong!
Hari ini latihan akan diadakan pada jam 8.00 malam!
Jumpa nanti!
为了确保州选在公平和公正地进行投票程序，无拉港州选区需要大量的监票和计票员。无需学历或经验因为我们会提供培训，快来加入我们吧！
BalakONG ada ONG!
Pusat Khidmat Dun Balakong 
https://waze.com/ul/hw2837c1k4
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",4 comments,4 shares,{'Like': 24}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02NESZrE6KQd59mbQPTdttkQJoBFN1fg61L3oNtf9H4ThY3v51NYWY77imhKphRKDVl&id=100095001407478&__cft__[0]=AZWOaKEHvh7H66fa_80bAzs5g1rqpChKtzv0dgrPXDh7syVeD-_920NnY1g9TUPtYujiv4rmeOXQFTGKrWOCozTTcKBUIvUyrQDtKQKJBRmj13NOCCvkORLU2jkn-h2jnjuLTvI-4HxhGFp8uIYy-I8tB6igPQVmPZ1oilt4df4VuCPwTWDV9TMREw0lPBAXalk&__tn__=%2CO%2CP-R,2023-08-02 10:00:00,"Semalam, saya bersama teman-teman telah bersarapan pagi dan beramah mesra bersama para penduduk Kampung Simpang balak di Warung Cafe Hj Jaafar's Clan. Saya bukan sahaja tertarik dengan juadah di sini malahan juga suasana yang muhibah apabila kelihatan pelanggan di sini terdiri daripada pelbagai kaum.
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",5 comments,1 share,{'Like': 68}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0J6Q5uz5rHEEa1wYk2stG9jpxNDiVqwjyAue53bWYmx9xmJTT5JWkBuzscbVozMorl&id=100095001407478&__cft__[0]=AZXydNdulJdrgSMpV9KbIBjIQDKZrJXZ56sVOr9UJ5juV2YPqiEfiABmFeXVkSzlBES5RehRueKJPMKENGjsqWD7ZpbCgzrwvITwanZN_QuFkvY0l5oac9nOGmfFxvmHAtYLDZ86yWGaZNjLOQGU4aE5H6EsvAXMJNVc3G5SUh0YldjRCUeMkZ81kvswQMEgAPg&__tn__=%2CO%2CP-R,2023-08-01 23:02:00,"Happy birthday bonda
每年我和弟妹都会跟你吃一顿，唱生日歌，切蛋糕，还有拍合照。
今年遇上是竞选期，今早出门前就告诉自己一定要赶在12点前回家，给妈妈送上祝福。
妈，生日快乐，爱你！
",67 comments,3 shares,"{'Like': 217, 'Love': 18}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02bUqspxmVaMWiXB74PubE3zTiDPdGd3W9zLcNYXnmN4G7HFjvsMm6b1MWWmvqNG2El&id=100095001407478&__cft__[0]=AZW3Xp01AV8QwmB2hPhad9pKqVzbX5MgG0lbAHk2-Km4WrC4M92nKJ48fiv6sYUzKAqvzA1TBH9dlDFl-uTTmD_ee9FTuTXwvgMErKAzZQhNPgU_wtpg-y9o1-jZVx9SwwNgo_DFLmDNOE7oa7IkapN0oBlpzUNGrr2ciXn90hVS3vLIPUDISQHwpNnRc_J3PaA&__tn__=%2CO%2CP-R,2023-08-01 22:21:00,"Jadual calon Harapan bagi N27 Balakong, Wayne Ong Chun Wei untuk 02hb Ogos 2023.
Kami akan memulakan perjalanan esok dengan Walkabout di Taman Megah, Cheras Perdana.  YBM Hannah Yeoh juga akan bersama kita petang esok.
我明天早上会在美嘉花园和翠岭镇会见选民，傍晚与青体部部长杨巧双同志在敦胡先翁公园会面。欢迎大家来跟我们打招呼。
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",6 comments,10 shares,{'Like': 61}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0Pv5PYdizoJahMBXArwUdfKumsNw23BvjxFH3S8pnNUGbjGGCzN78YQUMhfhd5DSrl&id=100095001407478&__cft__[0]=AZWgtGH0MZ5Yvm7KnwgeFsoDbQBEtXIz3_P1rkh9dOFgac72BA8AO9eZndYMXDcqJcPpqz0FQP3GdSxuHe2uaTp5i_kGjca_MLtDuF1OASN5AAO8NbRXlZhSYMJYaovK6OuIkABokB7H-sXgGN9qEJ3JwZQwJFNd_sco40L1udZbm1paesmg7-3T1oLNA13cBGM&__tn__=%2CO%2CP-R,2023-08-01 20:00:00,"我跟很多人一样，
是爸妈的大儿子，
是妻子的丈夫，
是一个孩子的爸爸。
------------
我也跟很多人不一样，
小学时当班长，
中学时当队长，
大学时当学生会会长，
现在是行动党当社青团团长。
------------
成人后，我带着使命和希望，
当时任金銮区州议员黄思汉的实习生，再担任选区助理，
在黄思汉的提拔下，在2016年曾任雪邦市议员，
跟随这位师父的步伐，从2018年-2023年，担任雪州行政议员秘书。
我是-王俊伟，
无拉港是我家，保雪州靠大家。
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 comments,9 shares,"{'Like': 107, 'Love': 7}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid022xnWE88nURozoeRCw8YvkxnG8GJNYwYX8Wx5rCRPvdwz3j112SzzAAfrnwQrgTeJl&id=100095001407478&__cft__[0]=AZWpIBLEoNVyDfqeEVt8ikKzfEbw3hpybih20FJh6o6HfGpg47hoIjZ1HpAJt3UgqMxNpZ3_mTfZmLyoz8mQq563wMFXO8Bism9OMUxdz6E1kNY5cCJfe-AQZjggowNstQ5nwQxyQ7xCavtP8ftqvXTbNzQ29oP_E7IB1ax09HIsi4b7sNt7oPn0lAiPzt1dJqA&__tn__=%2CO%2CP-R,2023-08-01 14:48:00,"Hi semua,calon PH DUN Balakong Wayne Ong dan YB Hannah Yeoh ingin mengajak untuk bersenam.  Sertailah kami untuk pertemuan dan salam mesra bersama di Tasik Bandar Tun Hussein Onn esok.
当新人候选人王俊伟遇上青体部部长杨巧双，会擦出什么火花？明天去敦胡先翁公园就知道啦！
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 comments,18 shares,{'Like': 82}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid033UAKJBctvvFVzkfEHcvmhnrF8vtuv1zvnchprTtGgP95ngXCBQyLXpmad9hRdM13l&id=100095001407478&__cft__[0]=AZUi6zuCA_0nXTgvpaWfQ-xhftZJnPGLoufCB_7NRlrQcNwc8MsoexR02be6xOL1BmkSi2UUttfWIZ9dlTPLTTmwpFg2r4t_qUrbBc4kT3Q5EuRl6tJKgC79t9yH8gQlJ12bxKJn8mF4XfESG0lWCbNmbBOOcvV7bqmetny1gV-uiaSQpDqXanwLEvnuDoXp8nE&__tn__=%2CO%2CP-R,2023-08-01 13:30:00,,N/A,N/A,"{'Like': 5600, 'Haha': 611}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0sLcTH43ZjhLDGV3eKLQ7tznebwz6vCbenY55SA3P8P4MyPtHoXUhT2edw1hYeBRDl&id=100095001407478&__cft__[0]=AZXSR_Lc9Ps_OOxiNP48HftV8-giHEopdvxmt1lbWvvy9xnz6wTv5EADhls0w9Z-2d4uou7OE9IVP6GKcYxu6ZZHsm9ZhyCcwu1AQEAOD4wedMeVry3Ct1rs-HA5XjJJty1LaUDzGLsjj0E0LQOWR-oohAY6EyKMEvkp-2N0VvVQl8kvi3v3Iha9f_F47pCVAi4&__tn__=%2CO%2CP-R,2023-08-01 12:00:00,"𝙋𝘼𝘾𝘼 3
为了确保州选在公平和公正地进行投票程序，无拉港州选区需要大量的监票和计票员。无需学历或经验因为我们会提供培训，快来加入我们吧！
Sukarelawan PACA diperlukan untuk calon HARAPAN DUN Balakong!
Hari ini latihan akan diadakan pada jam 8.00 malam!
Jumpa nanti!
BalakONG ada ONG!
Bilik Gerakan Utama Balakong 
https://waze.com/ul/hw2837c1zb
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",1 comment,3 shares,{'Like': 31}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0N9kERVu55eBmyUWgHLsfHDwx2eAyZR28JURx4qgkztaBBnenXDWYjHsjeayc28Pfl&id=100095001407478&__cft__[0]=AZURxIBzLKAEsXG7lhbujf3coJyjRywvJijsZoZxU2_UZZpMDWA0m14K6hQiZSS7JlVIDQ2dpkojVryIXdqk1LnjpVMPylwqQ-cfUuiE9L9MdeYosA872S6gEYF4y6Z_2pr12W_OsCWRV1myIfTdRzZhx6ZWFJ_34khLb_jZdJ5HE_jM4E-c3631fmUlz7vycWc&__tn__=%2CO%2CP-R,2023-08-01 11:00:00,"Nama saya Ong Chun Wei.
Saya sedia berkhidmat. Oleh itu, saya menghargai setiap peluang yang diberikan sejak zaman persekolahan.
Saya pernah menjadi ketua kelas dan ketua pasukan semasa sekolah rendah dan sekolah menengah.
Sewaktu menuntut ilmu di Universiti Utara Malaysia, saya merupakan pemimpin persatuan pelajar.
Dalam parti, saya merupakan ketua pemuda di Negeri Selangor.
Saya turut bertekad untuk berbakti kepada negara tercinta.
Pada tahun 2013, saya mula menceburi dalam bidang khidmat masyarakat sebagai  pegawai Khas kepada ADUN Kinrara. Ini merupakan titik permulaan penting kepada saya untuk mendekati masyarakat.
Pada tahun 2016, saya diberikan peluang untuk menggalas tanggungjawab sebagai Ahli Majlis Perbandaran Sepang.
Dari  Tahun 2018 hingga 2023, saya menjadi  Setiausaha kanan kepada Exco Selangor dan mula melibatkan diri dalam pengubalan dasar-dasar awam.
Dengan adanya  pengalaman selama 10 tahun, kini tibanya masa untuk saya menawarkan diri untuk berbakti kepada teman-teman di Balakong.
Marilah kita bersama-sama menjadikan Balakong tempat tinggal yang lebih baik untuk keluarga kita.
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",1 comment,4 shares,{'Like': 45}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02vKAQe3dK8UcwgWR3hgWjXaH1wdWHqFTtcPMXtmnFrWndbd1ycAtt1mUMwc3SWJYcl&id=100095001407478&__cft__[0]=AZVwJSRvHFvqh5O8kZfsde-iJtsQs3q3xlsir2M4WmT_hXiEv7U4pczdH4Eghp44PIck-El3ZL-Mb-pCRRdDn59toPZU23tvxVb8AtP4xqtjYTQFSpKQ8a-ZMAwOjr3O14fbpk0Vaggz5HDBAx7GH5WS5Vlj2icaqs-Zgrvk47hqhuhdSo8afvC4XW1BBirvFZk&__tn__=%2CO%2CP-R,2023-08-01 09:08:00,"5 tekad untuk 5 tahun telah dilancarkan oleh Dato Menteri Besar Selangor bersama calon-calon Perpaduan Selangor. Ini terbukti Pakatan Harapan dan Barisan Nasional merupakan gabungan perpaduan yang mempunyai perancangan yang jelas 
dan misi yang khusus buat rakyat Selangor. Marilah kita sama-sama merealisasikan kesinambungan kejayaan, kecemerlangan 
dan kemakmuran Selangor yang telah dikecapi ini menerusi kertas undi kepada Perpaduan Selangor pada 12hb Ogos 2023 nanti.
雪州大臣昨晚联合所有希盟和国阵候选人推出《五年五大决议，辉煌雪州》，显示了团结政府是有远见和有计划地要为雪州人民打造一个更繁荣昌盛和宜居的雪州。
让我们成就这份使命，在8月12日投下神圣的一票！
#MalaysiaMadani #KitaSelangor #5Tekaduntuk5Tahun #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 comments,4 shares,{'Like': 82}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0vckJB8gHsDnKX2cft62XPhaMXTx2nPXL6xYZ7KFHwTitXP4Hnt2ucGDwgu1sXeqwl&id=100095001407478&__cft__[0]=AZUAhO3THiTf_xzF0AfonDNqUxda3i7FQ7eJB_pBTgnd4--RzTvQ2hiD_IuJEzMUo7_yJyrqDp47gQpzrA6f7kS90eK7gl2W9C27e3GgBimbJIHpwzzAa7qagfLE9c3DVrtoHv3jbUWG39sSANCM94FDwFUSr-Bsw3F4_9Acty610S7Wkjb92cRbNr394zS6QpM&__tn__=%2CO%2CP-R,2023-07-31 21:15:00,"Dun Balakong merupakan satu kawasan tumpuan industri yang penting.
Hari ke-4, saya ditemani pasukan Pakatan Harapan N27 Balakong meneruskan kempen di kawasan komersil Balakong Jaya, Putra Budiman, Taming Jaya dan persatuan kawasan industri Selesa Jaya. 
Saya melihat kawasan ini mempunya potensi yang besar untuk terus berkembang maju di masa akan hadapan. Terdapat juga beberapa perkara yang saya rasa masih boleh diperbaiki dan ditambah baik.
无拉港是工业重镇，竞选第4天我和团队走访数个工业区，我们需要想想办法看如何提升无拉港的工业发展，让在地经济更加活跃起来。
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",3 comments,8 shares,{'Like': 80}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02atmcPjHovVwue9V1iPNcWQWrw2Sva6xkUKk4hhEPRJivXEsmxJEcbhQ9j5SuCzA3l&id=100095001407478&__cft__[0]=AZUgP5mbRU9127zJlm6dooLwskF47UidfUK7L5eelK_Xug9Fv-VU4ewJF8oEt9ADOzfYdJfdC1ypEfWUgDqxmMJBqLX2Xg3CWVQNpWLN3ouQIsIYKwiJ1hvNc4i-sQgo6cInDSe55xsfdIyIJH1bwC_t_FO4WsKcNn4Xs_RpLWnu6HvVfoRKUTQvfJd0Jw2eTz0&__tn__=%2CO%2CP-R,2023-07-31 18:15:00,"Follow the candidate schedule for tomorrow, see you all!
Continue to run through tomorrow! Hope to see you ~
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 comments,10 shares,{'Like': 42}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0dihJtPgngFzTsXKuhFGdCvYNdHCt8sey2Lby53HPjQWRKWmVC2o7RcShYLYDhGFFl&id=100095001407478&__cft__[0]=AZW6GQd-WgG0QbxSnZKGqoAXNTvv1jCnVNlA9Xp9PMiFI9bUc96aT972qqEK9kVrRsbv-WR2E1orso3xAmqoiga9DXZROeC-yAL-egSqLFlzWeDAucZo5StU_NEoe6fUDx0_k66qAUA7kHj5HO7h9FAbB83VY2bNkM_8Kv0BzhO51d-nZXTvmGOQH46ikfcVE9s&__tn__=%2CO%2CP-R,2023-07-31 14:00:00,,N/A,N/A,"{'Like': 2600, 'Haha': 1300}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02XtFc76s4E9tMu4LCvyT6C7iW6MnizzMbxMeXRifpDcTxhSwdyRpExq5RG41W7PcQl&id=100095001407478&__cft__[0]=AZX-Kyr38gVKSiXqa5VfQfp873D5yIHR0OWSgSdGQQ1dDncrwfcESHgjFhl7m8rQjjBEE56_iO0IPnSY-b6W59PU8rCy-0wAmS96fPhPdXjfEJsjE3Q-HlVJW2ptqa4c5r1LktO3m4ISeBEIpzmNA9t0KrGtsi7tpuOvcMooV9ySiZvpRq5uAPj9C08_HzV_Kug&__tn__=%2CO%2CP-R,2023-07-31 12:10:00,"𝙋𝘼𝘾𝘼 2
为了确保州选在公平和公正地进行投票程序，无拉港州选区需要大量的监票和计票员。无需学历或经验因为我们会提供培训，快来加入我们吧！
Sukarelawan PACA diperlukan untuk calon HARAPAN DUN Balakong!
Hari ini latihan akan diadakan pada jam 8.00 malam!
Jumpa nanti!
BalakONG ada ONG!
Balairaya MPKK Kg Baru Sg Chua https://waze.com/ul/hw2835bjsf
#BalakongAdaOng #KitaSelangor #MalaysiaMadani #N27 #Balakong #N27Balakong #PRNSelangor
",2 comments,15 shares,{'Like': 47}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0fBDyBFrMEc6Le3jYJnikNb9tW5ZccEZHrtVnLM1qRCU7LoCtvBbEWopuQXvuKdvfl&id=100095001407478&__cft__[0]=AZWP6YWbM7CzZSaJ5ZUpgMD7HaQ3kYH4q4NDJZZc3izkR0HzrzwpWXW0kcdj4kPLNkMXuCNoWPhwFkh9FboADyd6E98NcnmHziB_nW4UI2MPqz2RXerc5neS7ssX8qGkT8PEiWWRhMwelmElOgPtbIVlNKn6v6pDJytKPqwTJ8NIEXgXyrWSYxlYVcCQ18Hb1hE&__tn__=%2CO%2CP-R,2023-07-31 10:15:00,"When in Balakong, do as the Balakongians do! I've paid a visit to some of the famous temples to meet the committees and seek blessings for a smooth election.
入乡随俗！无拉港有好几间香火鼎盛的庙宇，包括星安庙、天尊宮和三仙宮等，我都一一拜访，以向神明祈福，希望竞选顺利，无拉港风调雨顺！
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 shares,N/A,{'Like': 66}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0DFHtaKPxfDrd1621bWUAxvwx3V5RD1ZQsYpQEBu6c7LZz2qTNiCH6yjNUBUSLVDDl&id=100095001407478&__cft__[0]=AZV26Vzt_9C5-3y1wueMGgvKHQKSc3KtfZJ35IWa9JlsZIzSCmfp98h2TyUpjEci45MU3ESDQ-fsx168JSXuy16HS3GSUsRFALBypleurb0ZGCTdnZGjj4ytGHhWx_dhL34QepkDG8yR9kk1d7rlnj0RcxBhv-YI-hv2vTecL5u6jdkR2eQiU9T9nWCfU6KGJwY&__tn__=%2CO%2CP-R,2023-07-31 08:33:00,"Sepetang bersama Mantan Ahli Parlimen Bangi Dr Ong Kian Ming di Lake Valley BTHO. Sambil-sambil beriadah, saya berkesempatan untuk bertemu dengan para penduduk lalu memperkenalkan diri saya.
跟随前任万宜国会议员去跑步，偷闲之余用不同的方式来跟居民打招呼。
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 comments,5 shares,{'Like': 82}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0utbGyfiBg6yNdDuDxYEk2cUffb4DxsGGne9mHJLvLHgerhwH12uLybv3HGsQHph6l&id=100095001407478&__cft__[0]=AZXMLWfPkWJ72UpZjjm6ZyRwqUuOJtgncP5nDvY3gd7MHFMTCud_wsE7HwtVTxoBv1GEMilAYApwcVC4QrV7siXS8ISkUrYuIJQHuYeW7Q-UmZAWP934XW54dy59FbZxqt_mP7cFzxwKShHZKCcyLcTFTizRkZJtx_db7qKFTefMSL29i-3FPZBS8hHRTbCY3Vo&__tn__=%2CO%2CP-R,2023-07-30 23:00:00,"30 Julai 2023 - Kempen hari ini dimulai dengan Meet and Greet di Restoran Chee Xiang. Seterusnya, kami berkunjung ke Pasar Pagi Batu 11, berjumpa dengan rakyat di sana.
Kempen ini diteruskan pula dengan program Kopitiam Talk bertempat di Ahlanna Restaurant.
Saya juga berkesempatan untuk menemani ＃syahredzanjohan dalam Program Be A Blood Hero 2.0
新人的竞选活动就是见选民和把自己“推销”出去。所以今天一连跑了巴刹和多个茶室，也和谢瑞詹参与了一场捐血活动谢谢和我握手的每一个你，谢谢你们给的鼓励！
#BalakongAdaOng #MalaysiaMadani #KitaSelangor #N27 #Balakong #N27Balakong #PRNSelangor
",5 comments,6 shares,{'Like': 38}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02s74ymwCT2XpHD6ugQx5bFzpvJnCv8NshSS1Ev71SHNmejUjmjpm1ah3nUE3vWoVNl&id=100095001407478&__cft__[0]=AZUtjD6_NK3DZJkWfVMbTd_GX2Kb1SizR9eD8KBDaxOqfhu1BClnu7IR-KMUV0AmM0Q6KXFsnZh1MCMQ2M_1oHzAT5piNSOLSxj7bbzBDVlJ-BJ2ImwskmiKGLOeBjW2dsnUX_3PiKa-XbNv27dQ6ob2NE9QionhoEHGqItrXnx3lMy9zLN0CDjrtyDPZ8XTLGE&__tn__=%2CO%2CP-R,2023-07-30 20:32:00,"Berikut adalah perjalanan calon Pakatan Harapan DUN Balakong untuk 31hb Julai 2023. Kita jumpa esok.
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 comments,6 shares,{'Like': 52}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02rgw8B9QFreCqMSETSw3yoMZyXCcU72a7U2fHxSqk8JJCA4CM7Y6XD7mbHgxo39iVl&id=100095001407478&__cft__[0]=AZWvq5zk3B3N3BlyVAsg1yA3BQReNd_ilYQcPg964KyXi5fXsJsT2DOzQUkzoo5ehokvU3Q7otcjm-IljlzHikI721rJyuNJWXEV5T0MryJyv1IlIsMUUuNEX02VATAvPlkLTGiNSLZbzHJIY_GJ-gqZYN2JlviFK7mBuumndYjUV__QRbzOyrw7bEANJ_8r2XA&__tn__=%2CO%2CP-R,2023-07-30 13:34:00,"Terima kasih abang-abang Jabatan Bomba dan Penyelamat Malaysia atas tindakan pantas mereka untuk memadam api kebakaran dari merebak ke kawasan yang lebih luas dan mengancam keselamatan penghuni-penghuni di rumah berdekatan. 
Pagi tadi, lebih kurang jam 10:20 pagi telah berlaku kejadian kebakaran yang membabitkan sebuah rumah di Jalan Indah 7/7. 
Team saya pada ketika itu dalam perjalanan ke tempat berkempen terlihat kepulan asap dan berhenti sebentar di tempat kejadian untuk berjumpa dengan mangsa.
Syukur kerana tiada kemalangan jiwa mahupun kecederaan menimpa mangsa.
在进行竞选活动期间接到Jalan Indah 7/7一间民宅失火的消息就和团队调整行程，赶到现场了解和慰问。
所幸消拯人员及时到场灭火救人，受灾居民没有受伤。
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",8 shares,N/A,{'Like': 48}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0bAwdbqF81GC2tvnBw3mfH4BPfvqinsBA8zJdb8c5owS6nwTntpVEcA7E61SKcJvl&id=100095001407478&__cft__[0]=AZW1i2hs-M1xMvig8iDEZEi-mVE-cGQpzuZNCwDNVXd6gdb2UK6RFfEFrmxqSPU-xdgOXtbQkedQV6Xanqbg1__16zSdBM4b_lUyz5pa5KzeW7mUJBvziSgj_swJogF6YVD7lqCm7ZHuwKIeY9dYtKsY3qKHThEONTaukeLuGy7HqfQSa7zazDUIHZiiQvZjXws&__tn__=%2CO%2CP-R,2023-07-30 10:08:00,"Sukarelawan PACA diperlukan untuk calon HARAPAN DUN Balakong!
Jika anda berminat untuk turut serta secara langsung di dalam proses demokrasi ini, hubungi nombor yang tertera.
Latihan akan disediakan secara berfasa. Hari ini latihan akan diadakan pada jam 8.00 malam!
Jumpa nanti!
倒数13天就是投票日啦！未为了确保州选在公平和公正地进行投票程序，我无拉港州选区需要大量的监票和计票员。无需学历或经验因为我们会提供培训，快来加入我们吧！
BalakONG ada ONG!
Bilik Gerakan Utama Balakong https://waze.com/ul/hw2837c1zb
#BalakongAdaOng #KitaSelangor #MalaysiaMadani #N27 #Balakong #N27Balakong #PRNSelangor
",3 comments,7 shares,{'Like': 40}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02k7oHqV6DGsK6nMcTuEGexj5f3J3nBiyUYohpREvvBuWuxdtStzpGJCGnHathDtGl&id=100095001407478&__cft__[0]=AZVyOb-LVKn5Vz6_5M0Rq5sF1nA5Ww-P_t232tjggxVMvBT76qtrpOTlW8pBqxXdOPxypVSv52Ed-4gCdQJyl8C4I2LehrZxPUPB53a7gI9K0eAGiATQtoid-3jUk1sgMMcr8waiyep4W2so3x4SBpNxanzaGL9E37gfnFhlRsQHtY61-f7MuvB2m7GiTJVGzSo&__tn__=%2CO%2CP-R,2023-07-30 09:00:00,,N/A,N/A,{'Like': 451000}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02vaZXcd3Y2bSqkXU55Lz8aDcLDUha7uXBeE1hgeu98Q3XU8Vi5grGAs9tSJQSfcnMl&id=100095001407478&__cft__[0]=AZWW0kOw7YGKpjlyZ5uzXcAgMSg6bzz48JOKqVKtGuzpvnafUioye8dHGIcI3kYnLCG-uS1N6jQeN1LX-Md1dbrAEBwLQveLl_rBynBoG4cmT0TykR7Fve1542LhFSFa_KeGee-UhhKzYLQXafYGHFSP2ccPan2HjxHSA0ahDtQU89-zYg-GF7mPAWH-Qk6nAhM&__tn__=%2CO%2CP-R,2023-07-29 22:52:00,"Saya tak sabar untuk jumpa anda semua esok.
迫不及待跟大家见面, 我们明天见哦！
#BalakongAdaOng #KitaSelangor #MalaysiaMadani #N27 #Balakong #N27Balakong #PRNSelangor
",4 comments,10 shares,{'Like': 52}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02a3qttwAn1jAJTgNJKPvUVVrPbCKxA7KzzHaimGjK7fhgNcqbAt3waYFUkDRkmP9Ll&id=100095001407478&__cft__[0]=AZXPNupRQJaLjCM9eCF-ZN6eI9Gm45KWhJqaIdEqKlYqx_Xr9oUf2QXlbUZMzyLDVWWq1wqzrescLBVvE-ePpstfL58PIVDybeSkDkmjkPuqelJerqcR97zAm8U5247oE0urdO7QVxnAqX4LES-w2pu03z-VsCXLeZdKdH6I2UfecPLDPq4r8YlOmMFWCKibfWs&__tn__=%2CO%2CP-R,2023-07-29 20:09:00,,N/A,N/A,"{'Like': 4000, 'Haha': 1000}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid031bAoFvPpRCJs5HHjrkp8t8zXNYix2xJDeBYFscfKRNm5mobJfdJ7XKFyJ7fEjWcWl&id=100095001407478&__cft__[0]=AZV__slMAFGQpUo4y4Ve7vOzgemTbk-kcNbFzc8PPtE6HxNUINvHCw6Q2zNAg2ZIOE3fAXkeCAHJ7xAScRGCQbbAGQTCt_b8Xl18K8QTOesFutikB_Epx2n3WJIbChI9SPPqo3ZjDfdutHfgazJ-h-E-MD6p5rbl4Mmdc8ZkG3xY47RiAGB7Fgi1Ssx_vXBEWFg&__tn__=%2CO%2CP-R,2023-07-29 17:14:00,"No 1!  Pagi tadi, saya telah selesai penamaan calon dan telah ditetapkan sebagai calon no 1 bagi DUN Balakong. Saya akan memanfaatkan 14 hari berkempen ini untuk bergerak dan mengunjungi kawasan-kawasan DUN Balakong. Saya berharap saya akan menjadi pilihan anda semua pada 12 Ogos ini. Salam hormat.
1号～1号～请投1号希盟无拉港州议席候选人王俊伟！
今天提名得到了1号的幸运号码，我希望在接下来的14天竞选期里在无拉港跑透透，充足地说服选民在8月12日，投给1号-王俊伟！
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",2 comments,12 shares,{'Like': 85}
